,Lemma,TF-IDF
4668,昼,6.849287014133273e-05
4669,饂飩,0
4670,柔らかい,0
4671,胃痛,0
4672,整える,0
4673,専念,0
4674,封じ手,0
4675,のたうち回る,0
4676,休まる,0
4677,あう,0
4678,得する,0
4679,視点,0
4680,切り替え,0
4681,柔軟,0
4682,畳み掛ける,0
4683,向かい,0
4684,焼き刃,0
4685,免状,0
4686,署名,0
4687,鷺,0
4688,ツル,0.0001068708033211541
4689,兎,5.6225246221369124e-05
4690,這う,0
4691,卑下,0
4692,過信,0
4693,自滅,0
4694,差,0
4695,縮まる,0
4696,駆け抜ける,0
4697,駆け上る,0
4698,明らか,0
4699,たんと,0.0001496102526036926
4700,幕切れ,0
4701,でかでか,0
4702,段幕,0
4703,煤ける,0
4704,ノゾミ,0
4705,毛布,0
4706,すま,0
4707,押し切る,0
4708,青褪める,0
4709,寝顔,0
4710,拒否,0.0003464888874427324
4711,渦巻く,0
4712,キョウト,0
4713,乗り場,0
4714,弱っちい,0
4715,移植,0
4716,案内,7.934320172816953e-05
4717,頃合い,0
4718,枕元,0
4719,嫌々,0
4720,銀閣,0
4721,銀貨,0
4722,籤,0
4723,観光,8.656001356392239e-05
4724,修学,0
4725,旅行,0
4726,受け答え,0
4727,響く,0
4728,重々,0
4729,承知,0
4730,務め,0
4731,ちりちり,0
4732,薄い,0
4733,副,0
4734,立ち会い,0
4735,優雅,0
4736,ネカフェ,0
4737,食欲,0
4738,もりもり,0
4739,ペロッ,0
4740,甘える,0
4741,三角,0
4742,膝,0
4743,嫌い,2.1147070963940188e-05
4744,子猫,0
4745,明け,0
4746,断る,5.3078369140146045e-05
4747,悔やむ,0
4748,和服,0
4749,夕日,0
4750,鍬,0
4751,直様,0
4752,恋人,9.797397546262954e-05
4753,ばん,0
4754,精,0
4755,痛める,0
4756,悪夢,0
4757,立て,0
4758,陰口,0
4759,陰,0
4760,めんどい,0
4761,際する,0
4762,とことん,0
4763,初日,0
4764,先攻,0
4765,仕掛ける,3.0506578637071864e-05
4766,切り返す,0
4767,優位,0
4768,築く,0
4769,前のめり,0
4770,一貫,0
4771,一色,0
4772,積極,0
4773,怯む,0
4774,付き,4.260239126251689e-05
4775,大騒ぎ,0
4776,穴,8.102452974183605e-05
4777,校庭,0
4778,乗り付ける,0
4779,送り届ける,0
4780,うぇっ,0
4781,正立,0
4782,嗽,0
4783,名乗り出る,0
4784,移す,0
4785,打ち殺す,0
4786,ごほごほ,0
4787,おほん,0
4788,昇格,0
4789,大役,0
4790,結婚,0
4791,婚姻,0
4792,証人,0
4793,判子,0
4794,大盤,0
4795,フジモト,0
4796,フジ,0
4797,癩,0
4798,影響,5.8630361662828116e-05
4799,考慮,0
4800,急遽,0
4801,代理,0
4802,一部,0
4803,始め,0
4804,言わば,0
4805,足留め,0
4806,高一,0
4807,目標,0
4808,欲,0
4809,兎角,0
4810,言い立てる,0
4811,阻む,0
4812,退く,0
4813,返し,0
4814,くわ,0
4815,追伸,0
4816,怪物,0
4817,鳩尾,0
4818,沼,0.0001068708033211541
4819,どぶどぶ,0
4820,脈打つ,0
4821,無茶,3.424643507066637e-05
4822,寄せる,0
4823,自,0
4824,凌ぐ,0
4825,手番,0
4826,反撃,0
4827,眩む,0.0001068708033211541
4828,引っ繰り返る,0
4829,大差,0.0001496102526036926
4830,株,0
4831,桐,0
4832,表わす,0
4833,死地,0
4834,垣間,0
4835,活路,0
4836,閉じる,0
4837,食べ物,0
4838,疲弊,0
4839,道程,0
4840,初め,8.825886719184819e-05
4841,飛び散る,0
4842,欠片,0
4843,立ち上がる,0.0002043084564916545
4844,雨男,0
4845,どーん,0.00011774844292773213
4846,恐悦,0
4847,桜,0.00080265847996826
4848,雲,0
4849,格別,0
4850,山形,0
4851,見頃,0
4852,風流,0
4853,公園,0
4854,甲冑,0
4855,着物,0
4856,満開,0.00013137129788658435
4857,青空,0
4858,緑,0
4859,山々,0
4860,野外,0
4861,不向き,0
4862,会わす,0.00013137129788658435
4863,最悪,4.3273627375856416e-05
4864,構内,0
4865,詫びる,0
4866,責める,0
4867,思い切る,0.00010215422824582725
4868,到着,0
4869,屁,0.0003206124099634623
4870,シオノ,0
4871,潮,0
4872,鯨,0
4873,物販,0
4874,一儲け,0.00019927909106174524
4875,打撃,0
4876,似合う,4.3273627375856416e-05
4877,似合い,6.458120241321963e-05
4878,シンゲン,0
4879,原稿,0
4880,凛々しい,0
4881,ヨコミゾ,0
4882,コバヤカワ,0
4883,木端,0
4884,タカカゲ,0
4885,ヒデアキ,0
4886,微妙,0
4887,カオリ,0
4888,伸び伸び,0
4889,くく,0
4890,九十,0
4891,つっ,0
4892,一服,0
4893,億,0.00022339260281543214
4894,指名,0
4895,ヨネザワ,0
4896,ざわ,0
4897,燥ぐ,7.181946090327399e-05
4898,遣っ付ける,9.379827205397673e-05
4899,ぼやく,0
4900,開会,0
4901,噛ます,0
4902,況して,0
4903,市民,0
4904,舞台,0
4905,好評,0
4906,企画,0
4907,入場,0
4908,倒し,0
4909,晩飯,0
4910,奥地,0
4911,過疎,0
4912,孤立,0
4913,公民,0
4914,大鍋,0
4915,買い出す,0
4916,仕組み,0
4917,段取り,0
4918,ついつい,0
4919,長々,0
4920,いやはや,0
4921,惚れ込む,0
4922,ばっけ,0
4923,雪菜,0
4924,冷凍,0
4925,干し柿,0
4926,ショウ,0
4927,ルナ,0
4928,振り出し,0
4929,途方,0.00012413303939653002
4930,新,0
4931,商品,0.00024052625128537353
4932,編み出す,0
4933,突き,0
4934,名物,0
4935,定着,0
4936,飽き,0
4937,手土産,0
4938,日持ち,0
4939,大福,0
4940,有名,3.5552677025298875e-05
4941,思い掛ける,0
4942,邪道,0
4943,蜜豆,0
4944,善哉,0
4945,苑,0
4946,甘み,0
4947,餡蜜,0
4948,足す,0
4949,絞る,0
4950,杏子,0
4951,けちけち,0
4952,切り詰める,0
4953,グラム,0
4954,蜂,0
4955,今月,0
4956,節約,0
4957,饅頭,0
4958,しー,0
4959,豆,0.0001068708033211541
4960,抹茶,0
4961,欲張り,0
4962,一遍,9.379827205397673e-05
4963,閃く,0
4964,達磨,0
4965,大小,0
4966,くっ付ける,0
4967,フク,0
4968,ふっくら,0
4969,福,0
4970,だーん,0
4971,限定,0
4972,栗餡,0
4973,定,0
4974,前向き,0
4975,がぶ,0
4976,吸う,7.110535405059775e-05
4977,試作,0
4978,金型,0
4979,仕上げる,0
4980,見真似,0
4981,拵える,0
4982,裾分け,0
4983,考案,0
4984,日向,0
4985,ざっくり,0
4986,程,0
4987,納豆,0
4988,晴れ男,0
4989,快晴,0
4990,売り切れる,0
4991,驚かす,0
4992,御宅,9.379827205397673e-05
4993,出来上がる,8.017541709512451e-05
4994,持ち合わせる,0
4995,気負う,0
4996,さら,0.00011774844292773213
4997,粛々,0
4998,総勢,0
4999,抽選,0
5000,組み合わせ,0.00010215422824582725
5001,勝ち残る,0
5002,苧麻,0
5003,げほげほ,0
5004,すか,0
5005,ほったらかし,0
5006,とある,0
5007,閉ざす,0
5008,気味,0
5009,さり気無い,0
5010,まんまと,0.00018759654410795346
5011,顧問,8.656001356392239e-05
5012,遣り直す,0
5013,伸し掛かる,0
5014,溶け込む,0
5015,蒸す,0
5016,大豆,0
5017,稲,0
5018,藁,0
5019,保温,0
5020,付着,0
5021,枯れ草,0
5022,菌,0
5023,コソウ,0
5024,移行,0
5025,増殖,0
5026,発酵,0
5027,所々,0
5028,論文,0
5029,執筆,0
5030,昨年,0
5031,稲作,0
5032,自給,0
5033,自足,0
5034,幼少,0
5035,祖父,0
5036,今い,0
5037,存続,0
5038,危機,0
5039,予算,0.00018011683124076445
5040,廃部,0
5041,部員,0
5042,部長,0
5043,完成,0
5044,わくわく,6.929777748854648e-05
5045,亡くなる,0
5046,放課,0
5047,理科,0
5048,改める,0
5049,略す,0
5050,科,0
5051,結成,0
5052,易しい,0
5053,にや,0
5054,空席,0
5055,カネダ,0
5056,カナダ,0
5057,座り,0
5058,出発,0
5059,解散,7.446420093847738e-05
5060,原っぱ,0
5061,だだっ広い,0
5062,話題,0
5063,嫌う,6.849287014133273e-05
5064,晒し者,0
5065,こそこそ,0
5066,小走り,0
5067,湿る,0
5068,敷く,0
5069,飴,0.00028727784361309595
5070,溶かす,0.0001068708033211541
5071,写す,0
5072,手詰め,0
5073,解ける,0
5074,ばっ,0
5075,うえい,0
5076,スガワラ,0
5077,自動,0
5078,命綱,0
5079,キリ,0
5080,成り,0
5081,好手,0
5082,叩く,0
5083,麦茶,0
5084,アラマキ,0
5085,タカ,0
5086,ヒロシ,0.0001068708033211541
5087,撒く,0
5088,タカヒロ,0
5089,地獄,0
5090,逞しい,0
5091,往々,0
5092,人助け,0
5093,しこたま,0
5094,焼き肉,0
5095,収まる,0
5096,覚え,0.00012780717378755067
5097,てきぱき,0
5098,たらふく,0
5099,喪失,0
5100,上陸,0
5101,岸壁,0
5102,漕ぐ,0
5103,吊る,7.934320172816953e-05
5104,左右,0
5105,行き止まり,0
5106,あしらう,0
5107,貧弱,0
5108,尻,0
5109,ん,0
5110,へいへい,0
5111,朝日,0
5112,東,6.236838831303235e-05
5113,敬語,0
5114,青田,0
5115,アオタ,0
5116,岩清水,0
5117,ナツ,0
5118,アサイ,0
5119,丸,4.731896633784374e-05
5120,生まれ,0
5121,みんみん,0
5122,苛めっ子,0
5123,餌食,0
5124,サオトメ,0
5125,牡丹,0
5126,けっ,0
5127,落ち合う,0
5128,割と,0
5129,連れ,8.327376997023014e-05
5130,主張,0
5131,大して,9.005841562038222e-05
5132,ぃ,0
5133,手分け,0
5134,火,0
5135,裂く,0
5136,木登り,0
5137,走り抜ける,0
5138,化け,0
5139,えい,7.110535405059775e-05
5140,リュウ,0
5141,手っ取り,9.379827205397673e-05
5142,全滅,0
5143,保護,0
5144,嬢,6.344950331187774e-05
5145,戯事,0
5146,票,0
5147,無益,0
5148,殺生,0
5149,植物,0
5150,指図,0
5151,虫螻,0
5152,ハル,0
5153,フジコ,0
5154,モモタロウ,0
5155,水場,0
5156,仰山,0
5157,すぐる,0
5158,直感,0
5159,服従,0
5160,暴力,6.024237394002273e-05
5161,ため口,0
5162,陸,0
5163,方角,0
5164,目的,6.491044106378463e-05
5165,萵苣,0
5166,ヒバリ,0
5167,ひんやり,0
5168,見張り,0
5169,筏,0
5170,分解,0
5171,装備,0
5172,都合,2.7008176580612016e-05
5173,乗り切る,0
5174,生き残る,0
5175,浜辺,0
5176,見殺し,0
5177,卯浪,0
5178,ぼやぼや,0
5179,腑抜け,0
5180,安居,0
5181,幽霊,0
5182,大した,4.3273627375856416e-05
5183,茸,0
5184,明ける,0
5185,予感,0
5186,げろ,0
5187,セミ,0
5188,誘拐,0
5189,方法,4.747025291001225e-05
5190,こっそり,0
5191,断固,0
5192,クロノ,0
5193,末黒,0
5194,爬虫,0
5195,宙,0
5196,空気,0
5197,突っ切る,0
5198,見渡す,0
5199,食虫,0
5200,消化,0
5201,本腰,0
5202,救助,0
5203,ペー,0
5204,警察,9.140148827524503e-05
5205,内蔵,0
5206,毒草,0
5207,包丁,0
5208,母子,0
5209,渡り歩く,0
5210,酔う,0
5211,政府,0
5212,ぐれる,0
5213,除く,9.379827205397673e-05
5214,学者,0
5215,地球,0
5216,隕石,0
5217,咳,0
5218,予測,0
5219,割り出す,0
5220,各国,0
5221,被害,0
5222,直径,0
5223,天体,0
5224,地震,0
5225,火山,0
5226,噴火,0
5227,津波,0
5228,粉塵,0
5229,包み込む,0
5230,打ち落とす,0
5231,協議,0
5232,人類,0.00011245049244273825
5233,保険,9.005841562038222e-05
5234,ＳＥ,0
5235,ＥＤＳ,0
5236,天変,0
5237,地異,0
5238,環境,0
5239,解凍,0.00019927909106174524
5240,放出,0
5241,告げる,0
5242,絞り込み,0
5243,知らす,0
5244,連れ出す,0
5245,本人,4.3273627375856416e-05
5246,無視,3.424643507066637e-05
5247,ぐあ,3.826356278931998e-05
5248,憧れる,0
5249,自衛,0
5250,実弾,0
5251,望み,0
5252,幾許,0
5253,青虫,0
5254,麻痺,0
5255,孵化,0
5256,幼虫,0
5257,新鮮,0
5258,いちゃ,0
5259,誘き出す,0
5260,士,0.0005745556872261919
5261,悪役,0
5262,眠らす,0
5263,カントウ,0
5264,近海,0
5265,藤,0
5266,なり,0
5267,ごつい,0
5268,へん,0
5269,アカン,0
5270,ナトリ,0
5271,ノト,0
5272,オギノ,0
5273,オギ,0
5274,コウベ,0
5275,トサ,0
5276,ブンゴ,0
5277,トミ,0
5278,ほな,0
5279,至る所,0
5280,アオヤマ,0
5281,セイザン,0
5282,衣,0
5283,住,0
5284,食いしん坊,0
5285,国際,0.0001068708033211541
5286,溺死,0
5287,出し,0
5288,無人,0
5289,防水,0
5290,地図,0
5291,滑る,0
5292,鈍臭い,0
5293,ナッ,0
5294,甘ったれる,0
5295,どろどろ,0
5296,天道,0
5297,守宮,0
5298,粽,0
5299,美大,0
5300,クサカリ,0
5301,草刈り,0
5302,漁港,0
5303,湖,0
5304,岸,0
5305,ビワ,0
5306,っこ,0
5307,対岸,0
5308,地形,0
5309,補強,0
5310,彼方此方,0
5311,壁画,0
5312,北東,0
5313,巻き,0
5314,繰り返し,0
5315,博士,0.001782167169025558
5316,つつ,0
5317,班,0
5318,岩,0
5319,だらし無い,0
5320,キュウシュウ,0
5321,北部,0
5322,支那,0
5323,ばらばら,0
5324,ホッカイドウ,0
5325,抽出,0
5326,頭脳,0
5327,明晰,0
5328,分野,0
5329,秀でる,0
5330,麗しい,0
5331,当て嵌まる,0
5332,児,0
5333,落ち零れ,0
5334,集団,5.248538978777462e-05
5335,引き籠もり,0
5336,傷害,0
5337,水泳,0
5338,祈念,0
5339,ナガサキ,0
5340,海底,0
5341,オオイタ,0
5342,ユブ,0
5343,岳,0
5344,夕,0
5345,物資,0
5346,備蓄,0
5347,剥ぐ,0
5348,取り出す,0
5349,塗れる,0
5350,南側,0
5351,目印,0
5352,とろ,0
5353,大日,0
5354,如来,0
5355,荒い,0
5356,彫り,0
5357,作風,0
5358,入り口,0
5359,小麦,0
5360,布,0.00016654753994046028
5361,大工,0
5362,しも,0.00020789333246563947
5363,畑仕事,0
5364,農業,0
5365,全般,0
5366,漁業,0
5367,林業,0
5368,狩猟,0
5369,牧畜,0
5370,木工,0
5371,工芸,0
5372,農家,0
5373,田舎育ち,0
5374,拠点,0
5375,留守,0
5376,クマモト,0
5377,腐る,0
5378,写生,0
5379,独り占め,0
5380,当分,0
5381,サイタマ,0
5382,廃棄,0
5383,漂う,0
5384,キシ,0
5385,上巻,0
5386,往生,0
5387,ハママツ,0
5388,カッタ,0
5389,不届き,0
5390,オラン,0
5391,作物,0
5392,小屋,0
5393,偶然,0
5394,略奪,0
5395,再度,0
5396,定住,0
5397,サクヤ,0
5398,首尾,0
5399,玉蜀黍,0
5400,家畜,0
5401,刈田,0
5402,斜面,0
5403,畑,0
5404,開墾,0
5405,生理,0
5406,胡桃,0
5407,流星,0
5408,薪割り,0
5409,加える,0
5410,夜回り,0
5411,十六夜,0
5412,優柔,0
5413,不断,0
5414,境遇,0
5415,平等,9.005841562038222e-05
5416,どわ,0
5417,恵む,0
5418,手癖,0
5419,仕置き,0.00013972725407843486
5420,交換,0
5421,盗,0
5422,ふん縛る,0
5423,柔道,0
5424,植える,0
5425,土,0
5426,気候,0
5427,自生,0
5428,適応,0
5429,変化,0
5430,英語,0.0007724462669669237
5431,特技,0
5432,差詰,0
5433,万引き,0
5434,常習,0
5435,追い追い,0
5436,馬鹿馬鹿しい,0
5437,関わり合う,0
5438,てん,0
5439,避妊,0
5440,思惑,0
5441,滅びる,0
5442,縄,0
5443,飲み水,0
5444,青酸,0
5445,化合,0
5446,病,7.724462669669238e-05
5447,毒薬,0
5448,結び付ける,0
5449,かんな,0
5450,差し支える,0.0001496102526036926
5451,男前,0
5452,成り立て,0
5453,消防,0
5454,随分,3.898376202094449e-05
5455,疾っく,0
5456,通り過ぎる,0
5457,絶滅,0
5458,けじめ,0
5459,おっかあ,0
5460,男運,0
5461,悪運,0
5462,いよ,0
5463,キョウガタケ,0
5464,カナガワ,0
5465,濾過,0
5466,沸かす,0
5467,出口,0
5468,近付く,2.9824727910334e-05
5469,焚き付ける,0
5470,着付け,0
5471,火付け,0
5472,息苦しい,0
5473,酸素,0
5474,気休め,0
5475,清々,0
5476,滅ぶ,0
5477,代々,0
5478,遣らす,0.00013137129788658435
5479,弾く,0
5480,腑,0
5481,非難,0
5482,競技,0.00010215422824582725
5483,へらへら,0
5484,気楽,0
5485,緊迫,0
5486,極度,0
5487,境地,0
5488,芸術,0.0005343540166057705
5489,手袋,0
5490,流れる,3.424643507066637e-05
5491,辿る,0
5492,事故,0.00023802960518450858
5493,どない,0
5494,ツクバ,0
5495,平野,0
5496,粗野,0
5497,演奏,0
5498,残骸,0
5499,死骸,0
5500,楽観,0
5501,雨期,0
5502,せえの,0
5503,懐中,0
5504,電灯,0
5505,分かれ道,0
5506,輪尾,0.00016170606522913762
5507,食糧,0
5508,立ち寄る,0
5509,柳,0
5510,前進,0
5511,百科,0
5512,事典,0
5513,下巻,0
5514,発想,0
5515,転換,0
5516,本真,0
5517,湯,0
5518,湧き出す,0
5519,露天,0
5520,鬘,0
5521,善し悪し,0.0002992205052073852
5522,ああん,0
5523,殺し合う,0
5524,食い合う,0
5525,掘り返す,0
5526,狼,0.0002043084564916545
5527,睦月,0
5528,襁褓,0
5529,クマカワ,0
5530,鷹,0
5531,虎,8.017541709512451e-05
5532,高める,9.781539977263035e-05
5533,メアカン,0
5534,蓄える,0
5535,球児,0
5536,世紀,0.00014363892180654797
5537,大型,0
5538,一式,0
5539,衣装,0
5540,舞踊,0
5541,踊る,0
5542,打,0
5543,優勝,0.00022339260281543214
5544,吹雪,0
5545,打ち込む,6.929777748854648e-05
5546,通算,0
5547,抜かす,8.017541709512451e-05
5548,思い遣り,0
5549,ミツル,0
5550,遣い,0
5551,草原,0
5552,公式,0
5553,孤独,0
5554,重圧,0
5555,かんかん,0
5556,イメトレ,0
5557,寒,0
5558,凍死,0
5559,衰弱,0
5560,包帯,0
5561,守備,0
5562,フブキ,0
5563,夕鶴,0
5564,恩返し,0
5565,アタエ,0
5566,ツウ,0
5567,おっとり,0
5568,激戦,0
5569,ぐう,0.00022064716797962048
5570,点呼,0
5571,荒巻き,0
5572,雨漏り,0
5573,遠方,0
5574,朝風呂,0
5575,見張る,0.00011245049244273825
5576,さん付け,0
5577,仏像,0
5578,岩肌,0
5579,千手,0
5580,カンノン,0
5581,本尊,0
5582,猛獣,0
5583,あちゃ,0
5584,ヒロシマ,0
5585,サメシマ,0
5586,鮫,0
5587,らん,5.248538978777462e-05
5588,カグラザカ,0
5589,カグラ,0
5590,日舞,0
5591,炭,0
5592,焚き火,0
5593,航海,0
5594,試みる,0
5595,冒険,0
5596,身長,0
5597,泳ぎ,0
5598,青紫,0
5599,じゅるじゅる,0
5600,仮,5.070797094437745e-05
5601,イトシ,0
5602,初耳,0
5603,海外,7.181946090327399e-05
5604,内戦,0
5605,押し込む,0
5606,主義,0
5607,髭,0
5608,反る,0
5609,面食い,0
5610,広がる,0
5611,初期,0.00011774844292773213
5612,動物,0
5613,気触れ,0
5614,片栗,0
5615,どくだみ,0
5616,留まる,9.379827205397673e-05
5617,割る,0
5618,治療,0
5619,荒れる,0.0001068708033211541
5620,笑い掛ける,0
5621,葬送,0
5622,行進,0
5623,海水,0
5624,岩塩,0
5625,塩分,0
5626,溜り水,0
5627,煮詰める,0
5628,汲む,0
5629,直面,0
5630,朽ちる,0
5631,引き寄せる,0
5632,確率,0
5633,故意,0
5634,今更,2.0623580111814135e-05
5635,自暴,0
5636,自棄,0
5637,こだわり,0
5638,枝毛,0
5639,前髪,0
5640,灰,0
5641,ナ,0
5642,積もる,0
5643,首相,0
5644,戸,0
5645,黴,0
5646,生える,0
5647,否々,0
5648,積み木,0
5649,菜,0
5650,巡る,0
5651,奇跡,5.4323071470107727e-05
5652,若者,0
5653,沸き立つ,0
5654,乱獲,0
5655,減らす,0
5656,ひけらかす,0
5657,大雨,0
5658,合流,0
5659,人手,0
5660,男手,0
5661,今後,0
5662,提案,0
5663,全体,5.4323071470107727e-05
5664,基盤,0.00017730027991104248
5665,打ちかます,0
5666,出航,0
5667,男性,0
5668,欄,0
5669,避難,0
5670,通路,0
5671,分裂,0
5672,ラン,0
5673,厳格,0
5674,体罰,0
5675,クルミ,0
5676,妊娠,0
5677,連中,0.0002479536248042473
5678,心底,0.0001068708033211541
5679,協力,4.747025291001225e-05
5680,手近,0
5681,一括り,0
5682,アカネ,0
5683,茜,0
5684,危害,0
5685,機械,0
5686,勘,0
5687,線路,0
5688,電気,0
5689,自家,0
5690,発電,0
5691,原子,0
5692,無難,0
5693,地熱,0
5694,水流,0
5695,利用,9.488773194767905e-05
5696,起動,0
5697,端末,0
5698,空っぽ,0
5699,通信,0
5700,図,0
5701,居住,0
5702,貯蔵,0
5703,手段,7.652712557863996e-05
5704,日記,0
5705,書き残す,0
5706,イバラキ,0
5707,亜,0
5708,嘘吐き,0
5709,芸,0
5710,タカシ,0
5711,名乗る,0.0001629692144103232
5712,指定,0
5713,オオサカ,0
5714,中間,0
5715,神酒,0
5716,幹,0
5717,出演,0
5718,車内,0.00012413303939653002
5719,聞かす,0
5720,腹話,0
5721,終点,0
5722,竜宮,0
5723,都市,0
5724,多数,0
5725,所長,0
5726,オダ,0
5727,ミチツナ,0
5728,綱,0
5729,ヒノ,0
5730,ＤＪ,0
5731,カガミ,0
5732,鏡,0
5733,映像,0.00010497077957554924
5734,サルワタリ,0
5735,然る,0
5736,渡り,0
5737,サカタ,0
5738,招待,0
5739,騙す,0.00013698574028266547
5740,臨機,0
5741,応変,0
5742,落下,0
5743,降り注ぐ,0
5744,迷子,0
5745,役割,0
5746,妻,6.458120241321963e-05
5747,口癖,0
5748,狭,0
5749,半数,0
5750,順次,0
5751,毎朝,0
5752,来,0
5753,矢,0
5754,漫才,0
5755,繰り広げる,0
5756,乗り換える,0
5757,磨く,0
5758,資源,0
5759,有効,0
5760,活用,0
5761,飼料,0
5762,肥料,0
5763,飢え死に,0
5764,ピー助,0
5765,すけ,0
5766,共犯,0
5767,根暗,0
5768,芸人,0
5769,剽軽,0
5770,次元,0
5771,実現,0
5772,追い打ち,0
5773,壁蝨,0
5774,Ｘ,0
5775,感染,0
5776,焼却,0
5777,重苦しい,0
5778,違,0
5779,稚児,0
5780,持ち物,0
5781,コレヒサ,0
5782,会話,7.378235021173951e-05
5783,作り話,0
5784,繁殖,0
5785,封鎖,0
5786,大臣,0
5787,活動,0
5788,休止,0
5789,可笑しな,0
5790,全う,0
5791,電源,0
5792,仮止め,0
5793,隠れる,2.589047887881585e-05
5794,広める,0.000112037226771085
5795,呼び寄せる,0
5796,防護,0
5797,もし,0
5798,仏教,0
5799,徒,0
5800,エミ,0
5801,わろ,0
5802,病原,0
5803,凍らす,0
5804,気色,0
5805,捜索,0
5806,住人,0
5807,汚染,0.0004488307578110778
5808,寄生,0
5809,銃,0
5810,モモタ,0
5811,内陸,0
5812,雨風,0
5813,取り舵,0
5814,ホタル,0
5815,着替え,0
5816,錨,0
5817,草,0
5818,藺草,0
5819,雲雀,0
5820,死に掛ける,0
5821,緩々,0
5822,磨り潰す,0
5823,擦り傷,0
5824,効能,0
5825,シゲル,0
5826,茂る,0
5827,腫れる,0
5828,直り,0
5829,冷やす,0
5830,鷭,0
5831,胃腸,0
5832,障害,0
5833,薬草,0
5834,白頭,0
5835,洞窟,0
5836,まき,0
5837,安全,9.51742549678166e-05
5838,食い殺す,0
5839,噛みちぎる,0
5840,肉食,0
5841,誘き寄せる,0
5842,竃,0
5843,土木,0
5844,建築,0
5845,関する,0
5846,社長,0.00027719110995418593
5847,狡い,0
5848,どす,0
5849,上昇,0.00014892840187695475
5850,気流,0
5851,涼,0
5852,散歩,5.6225246221369124e-05
5853,最も,0.0002220732615915721
5854,且つ,0
5855,戒め,0
5856,鍛え直す,0
5857,出入り,0
5858,取り合う,0
5859,帯,0
5860,崖,0
5861,強行,0
5862,引き付ける,0
5863,逆側,0
5864,林,0
5865,音階,0
5866,負ぶう,0
5867,陽動,0
5868,流れ着く,0
5869,本意,0
5870,穏便,0
5871,瑠璃,0
5872,虐げる,0
5873,窓,8.520478252503378e-05
5874,伏せる,0
5875,蝙蝠,0
5876,出し抜く,0
5877,生木,0
5878,燃やす,5.8196605944421744e-05
5879,追い払う,0
5880,色素,0
5881,完全,1.0573535481970094e-05
5882,抜け落ちる,0
5883,氷河,0
5884,反響,0
5885,完食,0
5886,高圧,0
5887,縛る,0
5888,凶暴,0
5889,悪阻,0
5890,鉄剤,0
5891,言,0
5892,拉致,0
5893,救急,6.929777748854648e-05
5894,巣穴,0
5895,谷,0
5896,誘導,0
5897,鳥刺し,0
5898,早め,0
5899,ぶんぶん,0
5900,格言,0
5901,燻し出す,0
5902,箇所,0
5903,順々,0
5904,燻す,0
5905,やあ,4.898698773131477e-05
5906,持ち歩く,0
5907,野宿,0
5908,犯,0
5909,究極,0
5910,鼻鼻,0
5911,平安,0
5912,旧家,0
5913,本家,0
5914,跡取り,0
5915,分家,0
5916,従兄弟,0
5917,とろくさい,0
5918,要領,0
5919,社会,0
5920,幼い,0
5921,値踏み,0
5922,指示,0
5923,済み,6.024237394002273e-05
5924,海女,0
5925,資料,5.6225246221369124e-05
5926,豹紋,0
5927,蛸,0
5928,比較,0
5929,鳴らす,0
5930,気安い,0
5931,掻き回す,0
5932,木材,0
5933,切り出し,0
5934,ノウ,0
5935,よっと,0
5936,能,0
5937,支持,0
5938,以内,0
5939,頂点,0
5940,離れ,0
5941,胸糞,0
5942,恨む,0.00011245049244273825
5943,骨髄,0
5944,閉塞,0
5945,桿,0
5946,実感,0
5947,平凡,0
5948,公務,0
5949,専業,0
5950,主婦,0
5951,急激,0
5952,乾期,0
5953,湿地,0
5954,干上がる,0
5955,枯れる,0
5956,休眠,0
5957,伸ばす,0
5958,溜め池,0
5959,空洞,0
5960,楽器,0
5961,言い掛かり,0
5962,日の丸,0
5963,特注,0
5964,野,0
5965,ニジコ,0
5966,厳選,0
5967,卵子,0
5968,精子,0
5969,知恵,0
5970,ノア,0
5971,箱船,0
5972,右手,0
5973,かけろ,0
5974,左隣,0
5975,野薔薇,0
5976,繭,0
5977,黄色,0
5978,ぎゃあぎゃあ,0
5979,伝染,0
5980,病気,9.463793267568748e-05
5981,不毛,0
5982,初潮,0
5983,懲罰,0
5984,房,0
5985,通称,0
5986,粉砕,0
5987,脳,0
5988,浴びる,0
5989,仮眠,0
5990,要,0
5991,争い,0
5992,運動,0
5993,源五郎,0
5994,医療,0
5995,学習,0
5996,端午,0
5997,マゲ,0
5998,代用,0
5999,研ぎ澄ませる,0
6000,煉瓦,0
6001,粘土,0
6002,練り上げる,0
6003,木型,0
6004,乾燥,0
6005,水捌け,0
6006,断トツ,0
6007,日替わり,0
6008,入れ替わる,0
6009,説,0
6010,肉片,0
6011,叫び声,0
6012,止血,0
6013,変色,0
6014,余所余所しい,0
6015,競り,0
6016,猛毒,0
6017,鳥兜,0
6018,福寿,0
6019,調達,0
6020,酸化,0
6021,炭素,0
6022,中毒,0
6023,花札,0
6024,拗ねる,0.00011774844292773213
6025,炭焼き,0
6026,先客,0
6027,鵜飼い,0
6028,エゾ,0
6029,舎,0
6030,校舎,0
6031,只管,0
6032,見分ける,0
6033,踏み越える,0
6034,課題,0
6035,マユ,0
6036,伝言,9.781539977263035e-05
6037,並み,4.4129433595924096e-05
6038,臓物,0
6039,子分,0
6040,見下す,0
6041,偶々,0
6042,くっ付く,0
6043,側面,0
6044,殺,0
6045,痺れる,8.017541709512451e-05
6046,鋏,0
6047,先週,0
6048,金曜,0
